GEOID10,ACCESS2_CrudePrev,BINGE_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,LPA_CrudePrev,MHLTH_CrudePrev,"1,3-butadiene",Acetaldehyde,Benzene,Carbon tetrachloride,Diesel Particulate Matter,Ethylene oxide,Formaldehyde,Napthalene,Severe_Housing_Problems,Housing_Cost_Burden,Total_households_with_internet,Unemploymen_ rate,Median_income
17031411100,4.9,18.6,8.5,4.1,8.1,7.1,17.9,12.4,0.02,0.6,0.32,0.52,0.51,0.0,0.91,0.02,80,95,890,4.6,195288
17031460400,9.7,12.8,11.7,6.2,17.8,16.9,34.5,15.6,0.02,0.59,0.29,0.52,0.4,0.0,0.89,0.02,60,135,1255,17.7,72978
17031681200,17.5,11.6,14.5,7.4,28.8,20.3,46.5,22.5,0.02,0.61,0.32,0.52,0.48,0.0,0.91,0.02,65,395,630,19.7,28939
17031690500,15.5,11.4,13.8,8.0,25.5,21.6,44.2,19.8,0.02,0.61,0.32,0.52,0.52,0.0,0.91,0.02,10,80,306,18.6,47604
17031241400,5.6,24.3,8.5,2.2,8.0,4.3,14.8,13.3,0.02,0.64,0.35,0.52,0.64,0.0,0.96,0.04,135,195,2390,3.1,"250,000"
17031241500,5.2,26.8,8.0,1.4,6.8,3.0,12.5,12.6,0.02,0.65,0.35,0.52,0.66,0.0,0.96,0.04,70,20,1269,2.7,202083
17031241600,7.3,25.5,8.4,1.6,8.1,3.6,15.1,13.7,0.02,0.66,0.38,0.52,0.8,0.0,0.99,0.04,45,140,1737,2.3,153625
17031242000,7.3,21.2,8.5,3.3,8.3,7.1,18.2,12.5,0.02,0.66,0.39,0.52,0.85,0.0,0.98,0.04,35,100,2032,5.0,179787
17031243300,7.5,24.1,8.4,2.2,9.8,4.5,16.5,13.3,0.03,0.67,0.45,0.52,1.0,0.0,0.97,0.04,80,155,1265,3.1,164792
17031491200,10.2,12.2,12.0,7.1,18.3,19.0,36.1,16.0,0.02,0.61,0.31,0.52,0.47,0.0,0.94,0.02,50,35,506,14.5,57311
17031480300,7.7,12.0,11.3,6.8,14.2,17.5,31.5,13.7,0.02,0.6,0.31,0.52,0.5,0.0,0.91,0.02,65,155,342,8.0,66250
17031710800,12.5,11.5,12.6,7.8,21.0,20.1,40.2,17.3,0.02,0.61,0.32,0.52,0.46,0.0,0.91,0.02,100,300,1340,24.3,48500
17031711300,10.2,13.2,12.2,5.8,17.8,16.2,33.5,16.0,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,50,40,399,15.7,75337
17031010202,15.4,16.2,10.5,5.9,19.3,13.3,33.2,16.1,0.02,0.6,0.3,0.52,0.35,0.0,0.89,0.02,55,165,1044,9.6,75125
17031480200,7.6,12.3,11.1,6.4,13.2,16.0,30.4,13.1,0.02,0.6,0.31,0.52,0.49,0.0,0.91,0.02,40,100,515,10.4,73971
17031480400,7.9,11.8,10.8,7.1,14.0,18.1,31.6,12.6,0.02,0.6,0.31,0.52,0.46,0.0,0.91,0.02,245,35,2171,9.6,108277
17031480500,13.6,12.4,11.8,7.2,20.2,19.1,39.0,16.1,0.02,0.6,0.3,0.52,0.46,0.0,0.9,0.02,170,185,1044,21.8,75156
17031241200,7.0,22.1,8.5,2.8,8.6,5.9,17.6,13.0,0.02,0.64,0.35,0.52,0.6,0.0,0.95,0.04,15,60,841,2.8,177222
17031691100,13.1,12.1,13.1,6.7,23.6,18.7,41.1,19.1,0.02,0.61,0.32,0.52,0.5,0.0,0.91,0.02,80,100,868,6.4,44016
17031691200,13.8,12.3,13.5,6.7,24.6,18.9,42.0,20.2,0.02,0.61,0.32,0.52,0.49,0.0,0.91,0.02,110,170,623,9.3,33951
17031691400,9.8,12.2,11.9,7.0,18.3,18.4,36.2,15.9,0.02,0.61,0.31,0.52,0.51,0.0,0.91,0.02,55,210,927,25.7,50579
17031051200,4.4,26.0,8.2,1.7,7.0,3.3,12.1,12.1,0.02,0.63,0.35,0.52,0.62,0.0,0.94,0.03,15,20,596,5.1,223958
17031691500,15.1,11.3,13.6,8.0,25.6,21.5,44.7,19.9,0.02,0.6,0.31,0.52,0.5,0.0,0.91,0.02,125,225,680,35.3,21776
17031700100,15.3,16.3,11.1,4.3,17.8,12.3,33.1,16.5,0.02,0.72,0.33,0.52,0.51,0.0,0.99,0.02,220,40,970,6.4,88036
17031410700,7.8,19.5,9.6,3.3,11.2,7.4,21.7,15.8,0.02,0.61,0.32,0.52,0.53,0.0,0.91,0.02,50,220,1144,2.8,114920
17031410800,6.1,17.2,9.2,3.8,9.2,9.2,20.9,13.0,0.02,0.61,0.32,0.52,0.52,0.0,0.91,0.02,30,355,1542,3.9,143333
17031410900,5.1,16.8,9.2,4.3,8.2,9.3,19.0,11.6,0.02,0.6,0.31,0.52,0.51,0.0,0.91,0.02,85,260,1800,10.4,128042
17031411000,5.2,16.1,9.0,5.1,7.5,9.2,20.4,12.1,0.02,0.6,0.31,0.52,0.49,0.0,0.91,0.02,105,205,2224,14.2,128906
17031411200,4.4,17.8,8.5,4.1,7.5,7.4,17.3,11.8,0.02,0.61,0.32,0.52,0.52,0.0,0.91,0.02,20,100,737,8.5,191607
17031530600,10.4,12.9,12.5,6.1,19.8,17.5,36.1,17.5,0.02,0.61,0.31,0.52,0.46,0.0,0.94,0.02,65,170,840,7.6,81346
17031460100,15.2,13.3,12.0,6.5,21.3,17.5,39.1,17.8,0.01,0.58,0.26,0.52,0.36,0.0,0.88,0.02,65,135,843,14.5,47635
17031460200,24.5,13.6,12.0,6.6,23.3,18.1,44.9,19.9,0.02,0.59,0.28,0.52,0.4,0.0,0.89,0.02,180,180,843,7.5,31682
17031460500,7.3,13.1,10.9,5.7,13.1,15.2,29.0,13.0,0.02,0.59,0.29,0.52,0.41,0.0,0.9,0.02,220,280,2259,9.3,111425
17031241300,5.3,24.3,8.5,2.1,8.2,4.4,14.5,13.0,0.02,0.64,0.35,0.52,0.61,0.0,0.96,0.04,35,35,777,1.8,235882
17031461000,20.2,10.2,10.8,11.6,18.3,25.0,45.4,14.3,0.02,0.59,0.29,0.52,0.49,0.0,0.9,0.02,4,125,431,25.2,-
17031681300,15.7,12.1,13.8,7.0,26.7,19.5,44.2,21.1,0.02,0.61,0.32,0.52,0.47,0.0,0.91,0.02,65,320,730,17.7,21410
17031681400,11.7,13.3,12.4,6.3,19.6,16.5,36.5,17.4,0.02,0.61,0.32,0.52,0.47,0.0,0.91,0.02,4,0,535,12.2,50517
17031060100,5.0,24.5,8.4,2.0,8.0,4.0,13.7,12.3,0.02,0.62,0.34,0.52,0.55,0.0,0.92,0.03,125,105,1276,0.9,212917
17031690300,14.3,10.6,13.2,9.5,24.7,23.3,46.0,19.0,0.02,0.61,0.33,0.52,0.51,0.0,0.92,0.02,0,220,585,17.4,-
17031690400,12.3,12.4,13.0,6.9,21.2,18.6,38.4,18.2,0.02,0.61,0.33,0.52,0.53,0.0,0.92,0.02,90,440,1284,17.3,60703
17031690900,10.8,12.8,12.4,6.6,19.6,17.7,36.4,17.1,0.02,0.61,0.31,0.52,0.51,0.0,0.91,0.02,255,425,1511,18.8,52131
17031060200,6.5,22.9,8.7,2.4,9.2,4.9,16.5,13.3,0.02,0.62,0.34,0.52,0.55,0.0,0.92,0.03,65,140,1170,3.8,213750
17031242100,5.6,25.6,8.0,1.7,7.3,3.5,13.4,12.2,0.02,0.65,0.36,0.52,0.69,0.0,0.97,0.04,60,70,2011,2.4,217813
17031243100,9.4,22.7,8.0,2.6,8.6,6.0,18.4,12.0,0.02,0.65,0.36,0.52,0.66,0.0,0.96,0.04,100,45,909,4.4,193214
17031243200,7.6,24.0,7.8,2.1,7.9,4.7,15.8,11.9,0.02,0.65,0.37,0.52,0.72,0.0,0.97,0.04,150,45,1104,3.4,"250,000"
17031611600,21.8,14.8,11.9,5.5,24.9,16.1,43.2,19.5,0.02,0.66,0.34,0.52,0.56,0.0,0.97,0.03,55,70,472,26.2,52788
17031243400,8.6,23.4,8.2,2.4,9.1,5.3,17.7,12.8,0.03,0.7,0.53,0.52,1.35,0.0,0.98,0.04,150,120,1305,7.3,113333
17031243500,5.3,23.9,8.5,1.9,9.0,4.1,14.8,12.9,0.03,0.71,0.55,0.52,1.49,0.0,1.0,0.05,110,110,2246,2.5,217478
17031711100,10.2,12.8,11.5,6.6,17.0,16.7,34.2,14.7,0.02,0.61,0.33,0.52,0.49,0.0,0.91,0.02,140,70,867,15.4,96775
17031250200,15.5,16.3,10.6,4.4,16.4,12.8,32.7,15.3,0.02,0.64,0.35,0.52,0.51,0.0,0.95,0.04,125,70,658,10.9,69868
17031491000,15.3,12.0,13.5,7.4,25.4,20.1,43.0,19.7,0.02,0.61,0.32,0.52,0.51,0.0,0.93,0.02,160,330,746,28.4,52250
17031491100,9.8,11.5,11.4,7.9,16.0,19.1,34.9,13.8,0.02,0.61,0.32,0.52,0.5,0.0,0.93,0.02,210,115,1031,10.6,81467
17031710100,16.0,12.1,13.3,8.0,28.8,22.0,45.7,20.6,0.02,0.61,0.32,0.52,0.46,0.0,0.91,0.02,4,60,353,31.8,-
17031510100,27.4,15.7,9.7,6.7,16.7,14.8,40.1,15.9,0.02,0.6,0.3,0.52,0.48,0.0,0.9,0.02,100,215,1188,5.5,81250
17031510200,14.6,12.2,11.9,7.7,20.5,19.7,39.4,16.7,0.02,0.6,0.31,0.52,0.48,0.0,0.91,0.02,210,165,1072,3.4,66250
17031710300,12.1,12.5,12.7,6.8,20.6,18.4,38.2,17.8,0.02,0.61,0.32,0.52,0.47,0.0,0.91,0.02,20,50,393,4.7,52344
17031520200,28.8,15.9,10.1,5.9,19.3,15.1,42.4,17.8,0.02,0.54,0.37,0.52,0.64,0.0,0.82,0.02,80,145,1060,11.6,60096
17031710900,11.9,12.2,13.0,6.4,21.5,18.2,38.2,18.3,0.02,0.61,0.32,0.52,0.48,0.0,0.91,0.02,35,120,672,11.8,48015
17031711000,13.1,11.9,12.8,7.5,22.0,19.5,40.4,17.9,0.02,0.61,0.33,0.52,0.48,0.0,0.91,0.02,45,65,1023,15.7,69242
17031711200,10.4,11.6,12.0,7.4,18.5,19.4,36.4,15.1,0.02,0.61,0.33,0.52,0.49,0.0,0.92,0.02,155,220,1367,12.4,62018
17031711400,11.1,12.5,11.9,6.9,18.6,17.9,36.6,15.9,0.02,0.61,0.33,0.52,0.52,0.0,0.92,0.02,120,135,796,15.3,60952
17031081402,4.1,19.4,8.1,3.1,6.9,5.8,15.1,10.9,0.03,0.68,0.47,0.52,1.18,0.0,0.95,0.04,235,295,3428,5.3,217537
17031710600,13.1,12.3,12.9,6.9,22.5,18.5,40.3,18.4,0.02,0.61,0.32,0.52,0.47,0.0,0.91,0.02,60,85,670,17.0,64545
17031061902,4.9,20.7,8.4,3.8,8.4,6.2,16.4,12.1,0.02,0.6,0.51,0.52,1.04,0.0,0.84,0.03,135,530,2776,3.5,145781
17031030200,6.4,21.0,8.7,3.3,10.6,6.6,18.2,12.7,0.02,0.6,0.31,0.52,0.4,0.0,0.9,0.02,100,130,2358,5.1,171953
17031030300,14.0,16.7,9.1,5.3,15.1,11.5,30.3,14.6,0.02,0.61,0.31,0.52,0.41,0.0,0.9,0.02,110,105,1216,2.9,102031
17031030400,9.2,18.5,8.7,4.1,11.3,8.9,22.8,12.9,0.02,0.61,0.32,0.52,0.45,0.0,0.91,0.02,55,125,1230,3.9,120750
17031030500,8.0,22.1,8.4,2.8,10.3,6.1,18.5,12.6,0.02,0.61,0.32,0.52,0.44,0.0,0.91,0.02,165,260,2993,1.3,151250
17031030800,5.1,21.6,8.0,3.0,8.4,5.9,15.9,11.2,0.02,0.61,0.32,0.52,0.46,0.0,0.91,0.02,125,150,2085,4.3,164792
17031242400,5.6,22.9,8.7,2.9,9.1,4.7,16.2,13.3,0.02,0.64,0.35,0.52,0.61,0.0,0.96,0.04,10,160,1563,2.4,161667
17031242500,10.4,21.3,9.0,3.2,12.1,7.0,22.0,14.4,0.02,0.64,0.35,0.52,0.6,0.0,0.95,0.04,70,145,1479,3.4,113413
17031242600,10.7,20.8,8.8,3.2,11.0,7.5,22.2,13.7,0.02,0.64,0.35,0.52,0.59,0.0,0.95,0.04,155,280,2403,6.3,91587
17031242700,14.7,18.5,10.0,3.5,14.1,9.7,28.0,15.9,0.02,0.64,0.35,0.52,0.59,0.0,0.95,0.04,30,90,738,1.9,81296
17031242800,6.9,21.7,8.5,3.5,10.7,6.3,18.6,12.6,0.02,0.64,0.35,0.52,0.6,0.0,0.96,0.04,35,25,679,1.9,210817
17031242900,6.1,23.1,8.1,2.7,8.0,5.0,15.4,11.7,0.02,0.64,0.35,0.52,0.62,0.0,0.96,0.04,55,55,828,5.0,216250
17031243000,8.4,23.6,8.2,2.5,9.9,5.3,17.8,12.7,0.02,0.64,0.35,0.52,0.64,0.0,0.96,0.04,25,80,1060,3.5,170960
17031220400,6.9,22.3,8.1,2.8,7.5,5.8,16.6,11.8,0.03,0.63,0.36,0.52,0.62,0.0,0.94,0.03,85,50,1088,2.0,170500
17031220500,7.0,23.0,8.3,2.3,8.3,5.2,16.7,12.8,0.03,0.63,0.36,0.52,0.63,0.0,0.94,0.03,75,95,1378,6.2,136250
17031031800,5.7,23.5,8.2,2.2,7.9,4.7,14.8,12.0,0.02,0.61,0.33,0.52,0.48,0.0,0.91,0.03,20,105,957,6.4,135375
17031221000,17.6,19.7,9.3,3.1,13.5,8.8,28.7,15.9,0.02,0.64,0.35,0.52,0.54,0.0,0.95,0.04,65,105,1061,7.9,74851
17031810400,5.1,18.5,8.4,5.1,9.7,7.6,18.9,11.2,0.03,0.67,0.34,0.52,0.49,0.0,1.01,0.02,215,30,1990,2.9,175995
17031031900,6.4,22.3,8.9,2.5,10.2,5.3,17.1,13.4,0.02,0.61,0.33,0.52,0.49,0.0,0.92,0.03,45,95,1322,2.1,162125
17031520500,19.1,16.9,9.2,6.1,14.8,12.0,33.0,14.4,0.01,0.55,0.32,0.52,0.47,0.0,0.85,0.02,140,30,1365,6.1,93929
17031720500,4.1,20.9,8.4,3.8,8.8,6.2,15.8,11.3,0.02,0.61,0.32,0.52,0.46,0.0,0.93,0.02,15,4,701,3.3,152917
17031350100,5.4,14.4,9.0,3.2,8.1,9.2,21.6,12.1,0.03,0.65,0.42,0.52,0.9,0.0,0.91,0.03,0,335,1465,4.1,66182
17031351100,16.8,11.0,15.4,7.2,30.0,20.8,48.0,24.4,0.02,0.65,0.41,0.52,0.85,0.0,0.9,0.03,15,230,829,39.2,25466
17031251200,15.0,12.9,12.9,6.7,23.8,18.8,40.8,18.5,0.02,0.64,0.35,0.52,0.51,0.0,0.95,0.04,150,175,970,12.8,84677
17031570100,23.6,18.3,9.4,4.9,15.6,10.3,33.7,15.7,0.03,0.74,0.37,0.52,0.63,0.0,1.05,0.06,80,20,392,5.2,76563
17031030900,6.8,20.9,8.2,3.1,9.7,6.5,18.3,11.9,0.02,0.61,0.32,0.52,0.46,0.0,0.91,0.03,70,165,1500,4.7,149881
17031250600,11.4,14.0,11.6,5.6,18.3,15.7,34.4,16.0,0.02,0.64,0.35,0.52,0.5,0.0,0.95,0.04,170,70,1058,6.0,94205
17031560100,21.2,15.3,8.9,6.9,13.6,14.1,35.9,13.2,0.03,0.74,0.43,0.52,0.59,0.0,1.04,0.15,55,4,231,7.2,86250
17031032100,7.6,21.3,9.1,3.2,11.2,6.6,20.0,14.5,0.03,0.6,0.48,0.52,0.78,0.0,0.84,0.03,270,435,3670,5.3,90556
17031490500,8.3,13.5,11.6,5.8,13.4,14.6,30.3,15.3,0.02,0.61,0.33,0.52,0.56,0.0,0.92,0.02,110,75,635,11.5,99467
17031490600,9.4,12.1,11.5,7.3,16.0,18.2,33.6,14.2,0.02,0.61,0.33,0.52,0.56,0.0,0.92,0.02,35,80,484,21.1,52031
17031490700,10.4,13.1,11.7,6.5,17.6,17.0,34.6,15.4,0.02,0.61,0.33,0.52,0.56,0.0,0.92,0.02,65,130,732,24.8,43542
17031490800,9.7,12.0,12.0,7.1,17.6,18.9,35.6,15.4,0.02,0.61,0.33,0.52,0.56,0.0,0.92,0.02,170,65,1024,17.3,63594
17031700200,19.7,18.4,9.3,4.2,14.2,10.2,31.4,14.9,0.02,0.71,0.33,0.52,0.49,0.0,0.98,0.02,285,30,1592,11.0,75234
17031710200,13.3,12.1,13.1,7.3,22.5,19.1,40.6,18.7,0.02,0.61,0.32,0.52,0.46,0.0,0.91,0.02,45,320,1258,18.1,-
17031710400,10.9,12.8,12.3,6.3,19.2,17.3,36.1,16.5,0.02,0.61,0.33,0.52,0.47,0.0,0.92,0.02,205,525,1695,27.9,70479
17031710500,11.0,12.5,12.6,6.6,20.7,18.3,37.7,17.3,0.02,0.61,0.33,0.52,0.47,0.0,0.91,0.02,80,240,1399,18.3,46434
17031710700,12.9,12.0,12.6,7.4,21.8,19.5,40.4,17.5,0.02,0.61,0.32,0.52,0.46,0.0,0.91,0.02,80,230,1040,24.5,62250
17031251000,14.8,13.8,12.5,5.5,22.5,15.9,39.2,19.0,0.02,0.64,0.35,0.52,0.52,0.0,0.95,0.04,25,100,356,16.7,37159
17031280400,14.3,13.5,13.7,4.5,23.6,14.5,38.6,21.0,0.02,0.65,0.37,0.52,0.71,0.0,0.97,0.04,10,115,395,0.0,-
17031580800,32.8,18.1,9.6,4.4,17.5,11.4,40.0,17.3,0.03,0.71,0.34,0.52,0.54,0.0,1.0,0.03,105,20,567,5.3,71023
17031351000,6.8,13.2,10.2,4.8,11.1,12.7,26.6,13.4,0.02,0.65,0.41,0.52,0.86,0.0,0.9,0.03,35,480,2353,7.4,75764
17031360200,10.3,14.3,13.0,3.8,19.3,12.6,32.9,18.9,0.02,0.65,0.41,0.52,0.83,0.0,0.9,0.03,35,170,707,29.9,43349
17031380100,13.7,11.0,12.8,9.1,22.6,22.3,40.9,17.2,0.02,0.65,0.41,0.52,0.8,0.0,0.9,0.03,105,275,829,13.0,125833
17031231500,14.6,13.2,12.5,6.7,22.1,17.7,39.3,18.3,0.02,0.64,0.34,0.52,0.54,0.0,0.95,0.04,105,640,1972,11.3,49583
17031251100,17.8,11.2,13.9,8.5,27.9,22.2,47.3,20.6,0.02,0.64,0.35,0.52,0.52,0.0,0.95,0.04,280,395,1411,11.5,43681
17031550200,14.7,16.3,9.1,6.9,14.8,12.3,31.1,13.9,0.02,0.61,0.3,0.52,0.5,0.0,0.96,0.12,25,95,874,7.5,77258
17031560800,12.5,18.2,9.2,5.8,14.7,9.9,27.8,14.3,0.03,0.78,0.39,0.52,0.6,0.0,1.07,0.17,80,45,1701,2.7,123034
17031560900,9.4,18.7,8.7,5.6,12.7,8.8,24.3,12.8,0.03,0.81,0.38,0.52,0.61,0.0,1.03,0.05,165,0,1625,4.6,126455
17031500300,12.2,16.0,10.3,5.5,16.0,12.5,30.1,14.9,0.02,0.6,0.31,0.52,0.45,0.0,0.94,0.02,30,130,828,12.4,70833
17031561000,9.0,18.5,8.6,5.5,12.1,8.7,23.5,12.4,0.03,0.84,0.37,0.52,0.57,0.0,1.03,0.05,320,20,2062,6.4,109661
17031561100,12.3,17.8,8.8,6.0,13.4,9.8,27.0,13.3,0.04,0.82,0.39,0.52,0.59,0.0,1.13,0.07,135,65,1920,3.4,122891
17031570200,22.1,17.5,8.8,5.5,13.7,10.9,33.0,14.0,0.03,0.73,0.38,0.52,0.59,0.0,1.03,0.08,50,55,686,7.8,96435
17031730400,8.8,12.4,11.3,6.7,15.1,17.0,32.2,13.8,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,110,175,1232,5.9,113688
17031730500,10.1,11.9,11.6,7.5,17.7,19.1,36.3,15.1,0.02,0.61,0.34,0.52,0.55,0.0,0.92,0.02,140,90,1523,9.2,73813
17031730600,9.6,11.5,11.6,7.5,16.7,19.2,35.3,14.6,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,110,65,1010,7.3,95917
17031730700,11.2,12.2,12.1,7.0,18.8,18.6,36.2,15.9,0.02,0.61,0.34,0.52,0.52,0.0,0.93,0.02,80,55,727,10.8,87198
17031250300,15.8,13.9,12.2,5.5,21.5,16.2,38.6,18.3,0.02,0.64,0.35,0.52,0.5,0.0,0.95,0.03,85,310,1261,6.3,69331
17031250400,12.1,14.6,11.8,5.0,18.3,14.7,33.6,16.5,0.02,0.64,0.35,0.52,0.5,0.0,0.95,0.04,205,280,1662,12.5,55823
17031250500,9.1,17.1,9.3,4.6,12.2,10.1,24.7,12.7,0.02,0.64,0.36,0.52,0.5,0.0,0.95,0.03,325,70,2822,4.2,142386
17031250700,12.7,13.2,12.6,5.9,21.7,17.4,38.2,18.1,0.02,0.64,0.35,0.52,0.5,0.0,0.95,0.04,185,505,1740,17.9,38661
17031250800,13.9,14.0,11.8,5.7,19.5,16.4,36.9,16.9,0.02,0.64,0.35,0.52,0.51,0.0,0.95,0.04,85,120,723,5.1,68841
17031520300,28.0,17.4,9.6,5.4,16.5,12.6,38.1,16.2,0.02,0.54,0.37,0.52,0.54,0.0,0.82,0.02,120,150,1805,6.9,63702
17031520600,23.1,16.2,9.3,6.4,15.2,13.3,36.5,14.8,0.01,0.56,0.29,0.52,0.43,0.0,0.88,0.02,60,20,739,5.8,89125
17031560200,12.6,13.0,11.1,6.8,16.9,17.3,35.7,14.8,0.03,0.75,0.45,0.52,0.58,0.0,1.05,0.21,65,30,466,5.8,92938
17031560300,21.1,16.6,9.5,6.5,16.8,12.9,35.5,15.6,0.04,0.77,0.41,0.52,0.59,0.0,1.09,0.14,250,25,820,6.8,114722
17031560700,16.2,18.2,9.2,5.5,15.2,10.3,30.4,14.9,0.06,0.86,0.43,0.52,0.6,0.0,1.26,0.16,145,70,1229,3.7,92708
17031711500,11.3,12.1,12.1,7.5,19.3,19.1,38.1,16.3,0.02,0.61,0.33,0.52,0.53,0.0,0.92,0.02,110,95,755,8.0,56103
17031720600,4.1,18.9,8.7,4.3,8.7,7.8,16.9,10.8,0.02,0.61,0.33,0.52,0.49,0.0,0.93,0.02,105,0,625,4.0,171903
17031031000,7.4,21.7,8.6,2.9,10.2,5.9,18.5,13.1,0.02,0.61,0.33,0.52,0.47,0.0,0.91,0.03,95,120,1963,3.3,188379
17031580300,29.3,17.2,9.2,4.7,16.6,12.6,39.2,16.0,0.02,0.66,0.37,0.52,0.63,0.0,0.99,0.08,15,50,725,3.2,82596
17031050500,4.3,22.7,8.2,2.7,7.6,4.8,13.9,11.4,0.02,0.63,0.35,0.52,0.61,0.0,0.93,0.03,85,10,1864,3.4,"250,000"
17031050800,4.6,24.3,8.2,2.2,8.4,4.4,14.0,12.2,0.02,0.63,0.35,0.52,0.61,0.0,0.93,0.03,20,0,488,3.5,"250,000"
17031051000,5.7,25.2,8.3,1.9,8.4,3.9,14.2,12.5,0.03,0.63,0.35,0.52,0.62,0.0,0.94,0.03,30,20,691,1.5,235795
17031051400,6.6,22.8,8.5,2.4,9.7,5.4,17.0,12.8,0.02,0.63,0.35,0.52,0.63,0.0,0.94,0.03,30,55,1003,2.5,201964
17031081900,6.2,18.0,9.6,3.8,11.5,8.6,21.3,13.2,0.03,0.71,0.56,0.52,1.53,0.0,1.0,0.05,120,40,685,1.4,"250,000"
17031252000,14.1,12.2,13.4,6.8,24.8,19.2,41.9,19.7,0.02,0.65,0.36,0.52,0.56,0.0,0.96,0.04,90,510,1829,31.4,41166
17031260300,17.5,12.1,13.7,7.5,27.4,20.0,45.1,20.8,0.02,0.65,0.36,0.52,0.57,0.0,0.95,0.04,10,180,360,25.4,-
17031040300,7.8,17.1,8.3,4.7,11.1,9.0,23.2,12.0,0.02,0.62,0.34,0.52,0.48,0.0,0.92,0.03,110,65,1059,10.0,100272
17031040800,5.9,21.6,8.4,3.2,9.6,6.0,17.1,12.1,0.02,0.62,0.35,0.52,0.51,0.0,0.92,0.03,35,40,753,3.6,188571
17031050100,5.0,24.3,8.3,2.2,7.7,4.2,13.7,12.2,0.02,0.62,0.34,0.52,0.55,0.0,0.93,0.03,25,70,1129,4.0,198426
17031050200,6.0,20.9,8.4,3.4,9.4,6.4,17.6,12.1,0.02,0.62,0.34,0.52,0.56,0.0,0.93,0.03,85,100,2014,4.2,189911
17031050300,5.8,21.5,8.3,3.1,9.2,6.0,16.9,12.0,0.02,0.62,0.35,0.52,0.57,0.0,0.93,0.03,60,65,949,2.0,229861
17031380200,9.8,8.3,11.5,10.9,14.4,23.8,39.6,12.8,0.02,0.65,0.41,0.52,0.82,0.0,0.9,0.03,25,295,745,2.9,67987
17031600400,12.3,12.6,8.1,5.4,15.6,13.5,34.8,13.6,0.03,0.67,0.45,0.52,1.08,0.0,0.94,0.04,200,260,1532,4.5,58398
17031081500,3.8,21.5,7.9,2.6,6.5,4.9,13.6,11.1,0.03,0.71,0.56,0.52,1.53,0.0,0.99,0.05,245,205,3260,2.0,"250,000"
17031720100,4.0,17.2,8.7,4.6,8.1,8.9,17.5,10.1,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,65,0,1077,17.7,160500
17031720200,5.5,16.5,9.9,4.5,11.4,10.7,22.2,12.3,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,200,100,1518,3.6,133438
17031720300,4.4,17.2,9.0,4.7,9.4,9.4,19.1,11.1,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,95,10,1410,6.1,172361
17031720700,6.6,16.7,10.2,4.3,13.0,10.3,24.0,13.3,0.02,0.61,0.33,0.52,0.51,0.0,0.93,0.02,15,65,1153,8.3,169209
17031730100,8.6,11.8,11.4,7.1,15.1,17.7,33.5,13.9,0.02,0.61,0.33,0.52,0.54,0.0,0.92,0.02,100,70,820,13.5,71063
17031730300,10.5,13.1,12.1,6.0,18.1,16.5,34.3,15.9,0.02,0.61,0.34,0.52,0.53,0.0,0.92,0.02,30,30,258,27.3,47222
17031031100,6.9,20.8,8.4,3.0,10.1,6.3,19.0,13.0,0.02,0.61,0.32,0.52,0.47,0.0,0.91,0.03,45,520,2758,1.7,131602
17031031200,14.1,15.1,9.8,6.5,19.9,14.3,34.3,15.4,0.02,0.6,0.3,0.52,0.45,0.0,0.9,0.02,65,710,2457,4.7,-
17031031300,9.7,15.5,9.1,6.0,14.8,12.3,28.8,13.8,0.02,0.59,0.43,0.52,0.63,0.0,0.84,0.03,165,290,3695,4.7,95186
17031031400,4.8,19.2,8.4,4.1,7.8,7.2,17.0,11.2,0.02,0.58,0.45,0.52,0.77,0.0,0.8,0.03,180,190,2973,0.8,145543
17031570500,20.7,19.1,8.9,4.5,13.9,9.5,30.8,14.5,0.04,0.76,0.37,0.52,0.58,0.0,1.08,0.06,65,4,528,19.3,79803
17031580100,26.2,16.0,9.2,5.2,17.8,13.7,40.0,16.4,0.02,0.65,0.36,0.52,0.63,0.0,0.98,0.06,190,90,866,20.7,74107
17031580200,30.7,16.1,9.9,5.1,19.7,13.9,42.4,17.7,0.02,0.65,0.36,0.52,0.62,0.0,0.98,0.06,85,210,765,6.6,37055
17031060300,4.4,25.4,8.2,1.9,7.2,3.7,12.8,12.4,0.02,0.62,0.35,0.52,0.6,0.0,0.93,0.03,65,60,1180,2.9,212344
17031580400,25.4,17.4,9.0,4.7,15.8,11.7,36.9,15.5,0.03,0.73,0.35,0.52,0.6,0.0,1.03,0.04,405,110,1282,6.4,57857
17031580600,26.4,18.1,9.1,4.2,15.1,10.8,35.7,15.8,0.02,0.66,0.37,0.52,0.6,0.0,0.98,0.05,205,170,1383,6.7,67180
17031530300,9.6,12.4,11.6,6.9,16.3,17.5,34.1,14.8,0.02,0.61,0.32,0.52,0.48,0.0,0.94,0.02,185,30,1303,9.8,68472
