GEOID10,ACCESS2_CrudePrev,BINGE_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,LPA_CrudePrev,MHLTH_CrudePrev,"1,3-butadiene",Acetaldehyde,Benzene,Carbon tetrachloride,Diesel Particulate Matter,Ethylene oxide,Formaldehyde,Napthalene,Severe_Housing_Problems,Housing_Cost_Burden,Total_households_with_internet,Unemploymen_ rate,Median_income
17031051300,4.1,24.7,8.0,1.8,6.8,3.7,12.4,11.3,0.02,0.63,0.35,0.52,0.63,0.0,0.94,0.03,50,60,1093,7.5,245833
17031500100,7.7,13.1,11.2,5.8,13.9,15.5,30.0,13.6,0.02,0.61,0.32,0.52,0.56,0.0,0.92,0.02,75,105,1126,15.3,68542
17031050600,4.2,24.9,8.2,2.0,7.3,3.8,12.9,12.3,0.02,0.63,0.35,0.52,0.6,0.0,0.93,0.03,75,20,1137,7.0,203214
17031050700,4.4,24.8,8.2,2.0,7.6,3.8,13.0,12.1,0.02,0.63,0.35,0.52,0.61,0.0,0.93,0.03,25,35,668,3.3,212321
17031050900,6.4,22.9,8.6,2.5,10.1,5.2,17.1,13.4,0.03,0.63,0.35,0.52,0.62,0.0,0.94,0.03,30,40,648,0.0,216458
17031051100,6.3,25.0,8.6,2.0,9.8,4.0,15.3,13.5,0.02,0.63,0.35,0.52,0.62,0.0,0.94,0.03,35,70,713,3.6,214091
17031081800,3.6,25.6,7.9,1.5,6.3,3.0,11.4,11.5,0.03,0.71,0.56,0.52,1.54,0.0,1.0,0.05,375,400,7110,1.8,223705
17031090100,6.0,17.8,8.6,5.8,11.1,8.5,21.3,12.0,0.03,0.66,0.33,0.52,0.45,0.0,0.98,0.02,155,35,1219,5.2,172621
17031090200,5.3,20.0,8.4,4.4,10.0,6.9,18.2,11.7,0.03,0.66,0.33,0.52,0.46,0.0,0.99,0.02,220,160,2365,0.4,177969
17031090300,4.9,19.0,8.3,4.8,9.9,7.4,18.6,11.1,0.03,0.66,0.33,0.52,0.47,0.0,0.99,0.02,60,15,504,4.8,140865
17031100100,7.7,18.6,8.8,5.3,12.6,8.6,22.9,12.9,0.03,0.63,0.37,0.52,0.55,0.0,0.95,0.03,200,75,2082,2.6,112796
17031260200,15.6,12.8,13.5,6.5,25.8,18.4,42.3,20.4,0.02,0.65,0.36,0.52,0.58,0.0,0.95,0.04,10,75,347,4.5,49410
17031100200,7.4,18.0,8.8,5.7,12.7,8.8,23.4,12.8,0.03,0.64,0.35,0.52,0.52,0.0,0.97,0.03,135,125,2502,5.9,146677
17031260100,18.7,11.7,13.4,8.7,28.3,21.7,46.8,20.1,0.02,0.64,0.36,0.52,0.58,0.0,0.95,0.04,30,60,422,17.9,52639
17031062400,4.8,26.0,8.3,1.9,7.6,3.3,12.9,12.8,0.02,0.63,0.35,0.52,0.63,0.0,0.93,0.03,55,30,677,3.2,"250,000"
17031491300,14.6,12.3,13.2,7.0,24.4,19.3,41.7,19.3,0.02,0.6,0.31,0.52,0.46,0.0,0.94,0.02,40,190,544,19.8,42045
17031720400,5.0,21.1,8.5,4.0,10.2,6.5,17.6,12.0,0.02,0.64,0.34,0.52,0.51,0.0,0.93,0.02,50,4,650,3.7,139375
17031530400,9.7,13.9,11.8,5.3,17.3,15.3,32.2,15.6,0.02,0.61,0.32,0.52,0.48,0.0,0.94,0.02,60,80,766,3.7,91131
17031063400,4.0,26.5,8.4,1.3,6.1,2.7,11.3,13.0,0.02,0.61,0.53,0.52,1.09,0.0,0.85,0.04,0,100,1309,1.9,222939
17031750600,9.6,12.6,11.7,6.7,16.8,17.5,34.3,15.2,0.02,0.61,0.32,0.52,0.48,0.0,0.94,0.02,145,70,1089,3.0,66368
17031040100,7.7,20.2,8.5,3.5,10.6,7.3,19.7,12.4,0.02,0.61,0.33,0.52,0.46,0.0,0.91,0.03,55,180,1781,4.1,192381
17031040600,4.5,23.6,8.1,2.3,7.1,4.4,13.4,11.6,0.02,0.62,0.33,0.52,0.49,0.0,0.92,0.03,10,150,1204,2.0,166250
17031040700,6.4,22.8,8.4,2.6,9.5,5.2,16.4,12.5,0.02,0.62,0.34,0.52,0.49,0.0,0.92,0.03,30,195,1612,7.4,135278
17031040900,4.7,23.4,8.4,2.4,7.6,4.6,14.0,12.2,0.02,0.62,0.33,0.52,0.5,0.0,0.92,0.03,50,90,1052,3.8,195208
17031081600,3.9,23.7,7.9,2.1,6.3,4.0,12.6,11.4,0.03,0.71,0.56,0.52,1.53,0.0,1.0,0.05,170,195,2475,3.7,"250,000"
17031081700,4.0,23.3,8.0,1.9,5.8,4.0,12.5,11.4,0.03,0.71,0.56,0.52,1.53,0.0,1.0,0.05,120,415,3348,3.7,157414
17031251300,13.7,13.1,12.6,6.2,22.4,17.4,39.2,18.1,0.02,0.64,0.35,0.52,0.5,0.0,0.95,0.04,200,145,1317,12.0,58780
17031251400,11.5,13.2,11.8,6.3,19.3,16.8,35.2,15.9,0.02,0.64,0.36,0.52,0.54,0.0,0.95,0.04,135,555,1196,23.6,50000
17031251500,18.2,12.0,13.7,7.4,29.6,20.7,46.6,21.0,0.02,0.64,0.36,0.52,0.54,0.0,0.95,0.04,95,415,1157,24.2,61250
17031251900,15.2,12.9,13.5,6.3,26.5,18.4,42.4,20.8,0.02,0.65,0.36,0.52,0.57,0.0,0.96,0.04,110,485,1963,20.4,42377
17031260700,18.4,12.0,14.2,7.5,29.1,20.2,46.8,22.0,0.02,0.65,0.36,0.52,0.59,0.0,0.96,0.05,15,220,399,14.9,36848
17031600900,11.8,17.1,8.4,4.1,13.0,9.7,27.9,13.8,0.03,0.67,0.44,0.52,1.03,0.0,0.94,0.04,110,130,1347,8.9,81076
17031611200,32.3,15.3,10.9,5.5,25.1,15.6,47.6,20.4,0.02,0.62,0.35,0.52,0.62,0.0,0.94,0.03,115,155,643,11.4,66011
17031062800,3.9,26.8,8.2,1.5,6.3,2.9,11.3,12.5,0.02,0.62,0.33,0.52,0.62,0.0,0.93,0.03,75,65,1518,1.1,"250,000"
17031062900,4.1,26.7,8.4,1.4,6.5,2.6,11.6,13.3,0.03,0.62,0.54,0.52,1.01,0.0,0.87,0.04,50,145,1958,1.8,"250,000"
17031063000,4.6,26.3,8.3,1.4,6.5,2.7,12.1,13.1,0.03,0.61,0.54,0.52,1.07,0.0,0.85,0.04,25,230,1652,8.2,235141
17031063100,4.2,26.2,8.3,1.5,6.8,2.9,11.8,12.9,0.02,0.61,0.53,0.52,1.07,0.0,0.84,0.04,10,140,1334,3.0,240694
17031063200,4.5,21.0,8.4,3.5,6.7,5.4,14.9,12.0,0.02,0.61,0.52,0.52,1.08,0.0,0.84,0.03,135,420,4242,1.5,152928
17031110200,8.0,18.2,8.5,5.1,11.5,8.3,23.0,12.6,0.03,0.63,0.37,0.52,0.55,0.0,0.95,0.03,100,65,1104,15.9,97778
17031251600,17.7,11.5,13.9,8.1,29.1,22.2,47.2,21.5,0.02,0.64,0.36,0.52,0.54,0.0,0.95,0.04,80,475,1123,15.5,45760
17031251700,10.8,15.9,11.3,4.4,15.9,12.4,30.2,15.8,0.02,0.64,0.35,0.52,0.54,0.0,0.95,0.04,4,50,391,10.5,57083
17031251800,17.6,11.5,14.0,7.8,29.6,21.7,47.9,21.8,0.02,0.65,0.36,0.52,0.57,0.0,0.96,0.04,105,705,1196,15.4,38317
17031570300,25.5,18.1,9.3,5.0,16.2,10.9,36.0,16.1,0.03,0.74,0.37,0.52,0.58,0.0,1.05,0.07,550,75,1444,5.9,110446
17031570400,23.8,18.4,9.2,4.6,15.4,10.3,34.4,15.5,0.03,0.73,0.36,0.52,0.55,0.0,1.03,0.05,45,75,511,4.0,74226
17031100600,7.8,18.0,8.7,5.6,12.9,9.1,24.0,12.8,0.03,0.65,0.35,0.52,0.52,0.0,0.97,0.03,240,105,1782,4.5,96250
17031062200,4.4,27.0,8.4,1.2,6.9,2.3,11.8,13.6,0.03,0.62,0.46,0.52,0.85,0.0,0.89,0.03,30,60,1361,3.4,"250,000"
17031100700,6.9,16.9,8.3,6.0,10.9,9.2,22.8,11.3,0.03,0.65,0.35,0.52,0.52,0.0,0.97,0.03,165,70,1687,8.2,162841
17031261000,14.2,12.3,13.1,6.8,24.6,19.0,42.4,19.4,0.02,0.65,0.36,0.52,0.59,0.0,0.96,0.05,35,200,798,12.4,48832
17031062600,3.7,25.6,7.9,1.6,6.5,3.2,11.3,11.2,0.02,0.63,0.35,0.52,0.63,0.0,0.94,0.03,30,40,918,2.0,"250,000"
17031110100,8.7,18.1,9.1,5.5,14.2,9.4,24.9,13.8,0.03,0.63,0.36,0.52,0.55,0.0,0.94,0.03,365,80,2010,1.5,121111
17031260900,15.5,13.1,13.3,6.0,26.3,17.2,42.3,20.3,0.02,0.65,0.36,0.52,0.6,0.0,0.96,0.05,30,140,286,22.5,21250
17031270500,19.0,11.6,14.2,8.0,28.6,20.6,46.5,21.2,0.02,0.64,0.35,0.52,0.59,0.0,0.96,0.05,40,135,386,13.9,36644
17031520100,30.9,16.7,9.9,5.5,18.2,13.2,40.9,17.2,0.01,0.53,0.35,0.52,0.73,0.0,0.81,0.02,20,4,428,12.8,63563
17031611400,33.4,17.6,10.0,4.5,19.6,12.4,42.3,18.4,0.02,0.63,0.36,0.52,0.61,0.0,0.95,0.03,30,145,833,13.2,31089
17031610300,33.0,17.1,10.1,4.8,20.1,13.0,42.4,18.5,0.03,0.71,0.44,0.52,1.16,0.0,1.1,0.05,165,150,1624,17.9,51653
17031610800,9.9,19.3,9.5,4.6,17.4,8.7,27.2,15.8,0.03,0.65,0.4,0.52,0.88,0.0,0.93,0.03,45,50,578,6.5,130506
17031062700,4.8,25.7,8.3,2.0,7.3,3.6,12.9,12.7,0.02,0.63,0.35,0.52,0.63,0.0,0.93,0.03,55,40,1360,4.7,"250,000"
17031120300,5.1,16.7,8.0,5.0,8.8,8.6,19.4,10.3,0.03,0.62,0.35,0.52,0.49,0.0,0.93,0.03,250,0,2302,2.9,185714
17031271800,20.0,11.1,14.4,8.1,34.6,23.1,52.0,23.7,0.02,0.64,0.35,0.52,0.61,0.0,0.96,0.05,0,30,265,4.0,58750
17031520400,23.8,16.8,9.1,5.9,14.9,12.7,36.1,14.7,0.01,0.53,0.33,0.52,0.5,0.0,0.81,0.02,150,110,1293,4.7,49876
17031260500,17.9,12.4,14.3,7.0,28.2,19.0,45.4,21.8,0.02,0.65,0.36,0.52,0.58,0.0,0.96,0.05,45,165,505,22.7,47232
17031260600,20.2,11.2,14.7,8.8,31.7,23.1,50.2,22.9,0.02,0.65,0.36,0.52,0.58,0.0,0.96,0.05,85,135,574,31.5,53843
17031580700,29.4,17.3,9.5,4.5,17.6,11.9,39.3,16.9,0.02,0.66,0.36,0.52,0.61,0.0,0.98,0.05,100,125,1416,15.9,75719
17031061200,4.4,27.0,8.5,1.4,6.6,2.6,11.8,13.6,0.02,0.62,0.34,0.52,0.61,0.0,0.93,0.03,20,45,830,0.3,158409
17031590500,18.5,17.3,8.8,4.7,14.6,11.0,32.7,14.6,0.02,0.65,0.37,0.52,0.66,0.0,0.98,0.05,95,45,684,3.5,93839
17031590600,21.1,18.0,9.0,4.5,14.1,10.9,32.8,14.8,0.03,0.67,0.41,0.52,0.88,0.0,1.0,0.05,90,75,1193,5.8,79929
17031590700,22.5,17.5,9.1,4.4,15.2,11.2,34.7,15.6,0.03,0.68,0.44,0.52,1.05,0.0,0.99,0.04,80,10,887,7.8,112750
17031600600,19.3,14.6,9.2,5.7,19.4,13.4,38.6,16.1,0.03,0.67,0.45,0.52,1.07,0.0,0.94,0.04,215,165,1053,4.3,93397
17031600700,12.4,15.3,8.2,5.0,14.2,11.7,30.7,13.4,0.03,0.67,0.44,0.52,1.02,0.0,0.94,0.04,190,170,1099,5.9,50357
17031060400,4.5,26.2,8.3,1.6,7.4,3.1,12.5,12.9,0.02,0.62,0.34,0.52,0.6,0.0,0.93,0.03,80,110,1469,2.2,237455
17031060500,10.2,16.8,9.0,6.5,13.3,11.3,26.9,13.9,0.02,0.62,0.33,0.52,0.59,0.0,0.92,0.03,15,50,463,4.3,"250,000"
17031060900,5.0,22.3,8.4,2.9,8.0,5.3,15.4,12.2,0.02,0.6,0.51,0.52,1.0,0.0,0.83,0.03,275,155,4297,7.0,155603
17031061000,4.7,27.0,8.6,1.3,7.0,2.5,12.3,14.4,0.03,0.61,0.54,0.52,1.01,0.0,0.84,0.03,35,195,1079,2.4,187727
17031062000,3.8,26.6,8.1,1.4,6.0,2.7,10.9,12.3,0.02,0.61,0.52,0.52,1.04,0.0,0.84,0.03,40,250,1737,1.4,180833
17031062100,4.9,25.5,8.6,1.7,7.3,3.3,13.3,14.0,0.03,0.61,0.54,0.52,1.04,0.0,0.85,0.04,110,205,1999,2.5,223654
17031260400,20.8,11.6,14.5,8.5,32.1,22.8,49.8,22.7,0.02,0.65,0.36,0.52,0.57,0.0,0.95,0.04,10,130,464,38.0,-
17031260800,16.6,11.7,13.9,7.7,29.3,21.8,46.9,21.3,0.02,0.65,0.36,0.52,0.59,0.0,0.95,0.05,25,175,423,31.2,49767
17031630800,27.8,18.4,9.4,4.0,15.4,10.8,36.4,16.3,0.03,0.71,0.34,0.52,0.51,0.0,1.0,0.03,300,30,1513,12.0,75352
17031100300,6.8,15.0,8.4,7.5,10.9,10.3,25.5,11.4,0.03,0.66,0.34,0.52,0.49,0.0,0.98,0.02,165,400,2011,0.6,110217
17031100400,6.3,18.4,8.7,5.3,11.5,8.2,21.1,12.1,0.03,0.66,0.33,0.52,0.48,0.0,1.0,0.02,95,0,1099,3.6,160446
17031100500,6.9,17.9,8.7,5.6,11.9,8.6,22.1,12.1,0.03,0.66,0.33,0.52,0.49,0.0,1.0,0.02,190,50,2206,4.1,147450
17031283100,8.0,16.0,9.7,3.4,10.9,8.3,24.8,15.8,0.03,0.7,0.5,0.52,1.24,0.0,1.02,0.04,190,275,1403,7.2,-
17031271200,14.8,13.5,12.8,6.1,23.9,16.2,39.0,18.8,0.02,0.64,0.35,0.52,0.61,0.0,0.96,0.04,4,75,318,22.4,40893
17031610400,35.4,17.1,9.9,5.1,19.9,13.7,43.5,18.2,0.02,0.63,0.35,0.52,0.66,0.0,0.95,0.03,10,50,546,16.7,60000
17031611300,33.1,16.6,10.3,4.9,21.1,13.8,44.1,19.0,0.02,0.62,0.35,0.52,0.61,0.0,0.94,0.03,0,145,897,10.1,60106
17031062300,3.9,27.6,8.1,1.3,6.3,2.5,10.8,12.3,0.02,0.62,0.33,0.52,0.62,0.0,0.93,0.03,45,30,586,0.6,"250,000"
17031062500,4.5,24.9,8.3,2.0,7.7,3.9,13.2,12.6,0.02,0.63,0.35,0.52,0.62,0.0,0.94,0.03,40,50,644,5.7,210294
17031070700,5.8,23.4,8.5,2.2,9.5,4.7,16.1,13.3,0.02,0.63,0.35,0.52,0.64,0.0,0.94,0.03,60,30,1432,2.2,"250,000"
17031071100,4.2,24.2,9.2,1.8,5.9,3.2,12.5,14.7,0.03,0.65,0.59,0.52,1.32,0.0,0.9,0.04,10,65,1122,2.9,"250,000"
17031071300,3.6,23.6,8.4,2.2,6.1,3.9,12.1,12.2,0.03,0.65,0.59,0.52,1.36,0.0,0.9,0.04,100,135,1970,1.1,209350
17031140200,16.5,18.3,9.6,3.7,14.1,9.3,30.2,17.3,0.02,0.62,0.34,0.52,0.5,0.0,0.92,0.03,90,340,1792,6.3,67714
17031070600,3.7,24.4,8.1,2.0,6.5,3.8,12.0,11.4,0.02,0.63,0.35,0.52,0.65,0.0,0.94,0.03,45,60,1244,2.6,"250,000"
17031120400,8.9,17.6,8.5,4.8,12.2,9.5,24.1,12.5,0.03,0.63,0.36,0.52,0.53,0.0,0.94,0.03,160,15,1202,6.6,136679
17031130100,7.6,11.1,8.1,8.9,10.7,14.6,30.0,10.6,0.02,0.62,0.34,0.52,0.47,0.0,0.92,0.03,120,195,1489,6.8,99770
17031130200,6.8,17.2,8.0,4.9,9.5,8.7,20.7,10.6,0.03,0.62,0.35,0.52,0.49,0.0,0.93,0.03,70,0,712,0.0,95721
17031140100,16.2,19.7,8.9,3.0,14.1,8.0,27.6,15.3,0.02,0.62,0.34,0.52,0.49,0.0,0.92,0.03,140,110,1083,2.4,94113
17031283200,7.2,19.1,9.7,2.7,11.6,7.0,21.4,14.9,0.03,0.7,0.53,0.52,1.36,0.0,1.0,0.05,0,190,773,4.6,62804
17031140400,11.4,17.3,8.3,4.6,12.3,9.6,26.0,12.7,0.03,0.62,0.35,0.52,0.51,0.0,0.93,0.03,240,120,1900,4.8,109618
17031292400,15.2,13.5,13.0,5.9,24.3,16.3,40.1,19.2,0.02,0.65,0.36,0.52,0.6,0.0,0.96,0.06,25,170,609,10.4,52308
17031282700,11.0,18.4,9.7,2.9,13.2,8.3,25.7,15.4,0.02,0.65,0.35,0.52,0.64,0.0,0.97,0.04,80,125,992,6.5,131125
17031292500,14.4,12.3,13.2,7.0,22.5,18.4,40.4,18.8,0.02,0.65,0.37,0.52,0.6,0.0,0.97,0.07,135,355,1164,13.0,67050
17031300600,28.5,16.2,10.3,5.6,18.6,14.7,40.8,17.4,0.02,0.65,0.36,0.52,0.6,0.0,0.97,0.07,60,120,789,6.1,50983
17031300700,37.2,16.8,10.4,4.9,20.1,13.5,44.1,18.8,0.02,0.65,0.36,0.52,0.61,0.0,0.97,0.07,300,95,1589,6.9,53024
17031282800,10.2,19.3,9.1,2.9,11.0,7.6,23.1,14.8,0.02,0.65,0.36,0.52,0.64,0.0,0.97,0.04,50,30,542,6.4,82833
17031283800,8.0,17.8,9.5,3.7,11.2,9.0,22.8,13.6,0.03,0.7,0.53,0.52,1.39,0.0,0.99,0.05,95,155,1397,5.7,83958
17031290900,15.1,12.7,13.4,6.4,25.2,17.8,42.3,20.3,0.02,0.65,0.37,0.52,0.6,0.0,0.96,0.06,45,395,1066,24.5,46328
17031291600,21.9,17.5,10.0,4.1,16.3,11.6,34.5,16.3,0.02,0.65,0.36,0.52,0.64,0.0,0.97,0.05,0,50,536,9.2,125538
17031271300,17.5,11.9,14.3,6.9,28.6,19.2,46.0,22.1,0.02,0.64,0.35,0.52,0.6,0.0,0.96,0.05,4,90,303,14.0,46806
17031280900,14.7,12.9,14.1,4.6,26.1,15.4,41.2,22.6,0.02,0.65,0.35,0.52,0.63,0.0,0.96,0.04,4,60,379,4.1,95909
17031611700,24.3,14.2,12.5,5.9,26.4,17.0,45.5,20.9,0.02,0.63,0.35,0.52,0.59,0.0,0.94,0.03,50,360,743,5.1,88017
17031612100,15.3,12.5,12.6,7.3,23.2,18.8,41.5,18.0,0.02,0.62,0.34,0.52,0.61,0.0,0.94,0.03,30,85,219,21.7,48906
17031070300,3.9,27.0,8.3,1.4,5.8,2.5,11.0,13.2,0.03,0.62,0.55,0.52,1.14,0.0,0.86,0.04,70,95,1611,2.7,243462
17031300500,36.0,17.3,10.4,4.8,20.5,13.3,43.4,18.9,0.02,0.65,0.37,0.52,0.59,0.0,0.97,0.07,150,135,872,8.6,78495
17031291200,15.6,12.9,14.0,5.5,26.1,16.6,41.9,21.9,0.02,0.65,0.35,0.52,0.61,0.0,0.96,0.05,50,245,655,4.0,54900
17031620300,24.9,17.6,9.7,5.5,17.0,11.3,36.1,16.3,0.04,0.77,0.37,0.52,0.56,0.0,1.09,0.05,285,55,1851,4.9,83575
17031620400,23.3,19.1,8.7,4.0,12.9,9.7,32.1,14.4,0.03,0.73,0.34,0.52,0.52,0.0,1.02,0.04,180,160,1182,4.4,75724
17031630300,27.5,19.1,8.8,3.8,14.4,10.0,35.0,15.3,0.03,0.71,0.34,0.52,0.52,0.0,1.01,0.04,35,225,1273,5.9,91348
17031630400,32.9,17.5,9.7,4.7,19.0,12.8,42.3,18.1,0.03,0.71,0.34,0.52,0.52,0.0,1.0,0.03,230,135,1314,20.6,60889
17031630500,29.5,18.4,9.1,4.1,16.0,11.1,37.8,16.1,0.03,0.71,0.34,0.52,0.52,0.0,1.0,0.03,150,120,1352,10.3,51969
17031110300,9.0,17.5,8.9,5.8,13.9,9.9,25.7,13.5,0.03,0.63,0.37,0.52,0.55,0.0,0.95,0.03,155,35,1549,6.1,140653
17031110400,8.4,18.6,8.6,5.0,12.3,8.6,23.3,12.7,0.03,0.63,0.37,0.52,0.55,0.0,0.95,0.03,250,75,1941,2.6,111133
17031280100,3.6,24.8,7.8,1.5,5.9,3.1,11.5,11.4,0.03,0.71,0.56,0.52,1.53,0.0,1.0,0.05,185,165,5018,1.6,241058
17031120100,4.5,18.0,8.1,4.9,8.9,7.8,18.0,10.4,0.03,0.63,0.36,0.52,0.54,0.0,0.94,0.03,160,10,1441,9.3,166136
17031280800,12.0,12.7,12.1,7.4,18.5,17.9,36.2,16.8,0.02,0.65,0.35,0.52,0.63,0.0,0.96,0.04,4,55,296,14.3,33512
17031120200,5.1,17.0,8.3,5.3,9.4,8.7,19.5,10.7,0.03,0.63,0.36,0.52,0.53,0.0,0.94,0.03,115,90,1715,1.3,181544
17031271400,14.3,12.8,13.1,6.2,24.8,17.8,40.8,19.7,0.02,0.64,0.35,0.52,0.6,0.0,0.96,0.05,15,210,464,30.1,45000
17031071000,5.2,25.6,9.8,1.3,7.0,2.4,13.8,17.8,0.03,0.65,0.59,0.52,1.27,0.0,0.91,0.04,35,90,1014,5.1,"250,000"
17031281900,4.5,22.3,7.7,1.4,6.2,3.1,13.4,12.1,0.03,0.7,0.53,0.52,1.45,0.0,0.99,0.05,180,205,4195,5.4,182089
17031550100,17.1,16.9,9.4,6.4,16.2,11.9,32.6,14.9,0.01,0.57,0.28,0.52,0.44,0.0,0.9,0.03,205,330,2341,12.8,76840
17031071200,4.6,22.2,8.6,3.0,7.5,5.3,15.0,12.7,0.03,0.65,0.6,0.52,1.36,0.0,0.9,0.04,60,45,1183,8.1,219808
17031611500,34.4,15.0,10.1,7.1,21.0,17.2,47.4,18.0,0.02,0.68,0.34,0.52,0.56,0.0,0.98,0.03,90,145,774,10.4,56033
17031611800,16.3,16.0,11.3,4.3,20.2,12.8,36.6,17.6,0.02,0.62,0.35,0.52,0.6,0.0,0.94,0.03,25,0,507,6.4,56313
17031611900,21.3,13.2,13.3,6.5,29.2,17.9,46.6,21.7,0.02,0.62,0.35,0.52,0.6,0.0,0.94,0.03,25,60,461,8.9,46891
17031612000,15.0,12.9,12.7,6.4,23.4,17.6,40.6,18.8,0.02,0.62,0.34,0.52,0.6,0.0,0.94,0.03,30,65,359,6.9,76458
17031620100,21.5,19.2,8.6,4.0,12.3,9.5,30.7,13.9,0.03,0.72,0.35,0.52,0.53,0.0,1.02,0.04,130,35,1016,10.1,84583
17031620200,19.2,19.0,8.7,4.9,12.6,9.4,29.5,13.8,0.04,0.75,0.37,0.52,0.57,0.0,1.07,0.05,85,100,599,12.6,79063
17031070200,4.5,24.3,8.5,2.1,6.8,3.7,13.4,13.2,0.03,0.62,0.55,0.52,1.16,0.0,0.86,0.04,140,150,1967,5.7,207955
17031070400,6.1,22.3,8.8,3.3,9.5,5.8,17.3,14.0,0.03,0.63,0.6,0.52,1.15,0.0,0.87,0.04,55,160,1234,0.5,"250,000"
17031070500,4.8,23.1,8.1,3.1,7.3,4.8,14.9,11.9,0.02,0.62,0.34,0.52,0.66,0.0,0.92,0.03,65,250,1136,0.6,"250,000"
17031130300,11.8,15.7,8.7,5.0,14.7,11.0,29.3,14.0,0.02,0.62,0.34,0.52,0.47,0.0,0.92,0.03,230,160,1632,4.8,71058
17031292200,15.4,12.7,13.4,6.5,25.4,17.9,42.2,20.3,0.02,0.65,0.36,0.52,0.61,0.0,0.96,0.06,40,290,679,6.8,78684
17031630900,30.6,18.0,9.5,4.6,17.0,12.0,39.5,17.0,0.03,0.72,0.34,0.52,0.51,0.0,1.0,0.03,180,65,997,8.1,58750
